Complaint_id,Complaints,Category,Intent
C000131,"The worst banking platform ever if you're using this bank its better to stop using now is always they do have bad network and the worst thing they never refunded my money, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C000132,Please the app is buggy they are so many bugs on the app....you can't even see your balance it's just loading everytime and no figure is showing,Billing & VAS,unexplained_deduction
C000133,"Palmpay what is happening? Your customer care is poor. I gave you guys 4 stars in my first review but now am withdrawing the rate. Because anytime l transfer money from my bank account, Bank will credit my palmpay e-wallet.But from ewallet account to bank account you guys would debit me but you will not credit my bank account. I have been calling customer care number but you guys refuse to pick my calls. Hope all is well and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C000134,"The interface is cluttered and fraudulently laced with trick-clicks that will inadvertently lead to unwanted subscriptions. It has me trapped in a useless insurance that I do not need, as I already have two functional HMO plans. Despite repeated attempts to cancel through customer service and the app, my requests have been ignored. Why am I still being charged monthly for a service I’ve expressly refused, if it isn't a scam ploy? I’ve withdrawn my funds and I'm considering closing my account.",Fraud,reported_scam
C000135,"If there was zero star, I would have chosen that, this app is totally useless... it only opens like once in two month, and when it does, it's still pure nonsense. I only use it for viewing my balance, and that it couldn't even do...",Billing & VAS,unexplained_deduction
C000136,"The worst service ever The riders waste so much time trying to locate the users,i wasted 25 mins for nothing the other time and i couldn't cancel the ride because they would still deduct the money from my wallet.The fees has increased drastically and honestly it's not worth it anymore. I would have rated zero star but there's no option for that yet, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C000137,"I just started using my kuda account and now all of this nonsense is happening,I send someone money since yesterday and she has not receive it and they didn't reverse it back either,the money is urgently needed and now all of this is happening,just reverse my money and this will be the last time I will be using this app,Opay has never disappoint,even if there is no network it will surely go later and the person will receive it,please reverse my money asap",Network Quality,total_outage
C000138,This app and the network provider are such a useless and unfortunate people.........they can't even provide a stable 4g network,Mobile Data,slow_internet
C000139,Unannouced service outage not caused by weather,Network Quality,total_outage
C000140,"Embarrassing. Since I downloaded the app,I carried out a transaction and for a whole week till now, as I am writing, it is still flooding my phone with the message ""system trying to process request."" I'm tired of deleting texts from mtn. Please find a way to stop these recurring messages. Really disturbing and embarrassing.",Mobile Data,abnormal_data_drain
C000141,My Glo line is barred despite submitting my NIN verification details at your office in Port Harcourt.,SIM Services,sim_barred_nin
C000142,"App is not good, it rolls too much and don't load or display data balance. Please fix it",Billing & VAS,unexplained_deduction
